"State","Crop_Year","Crop","Area","Production","Fertilizer","Pesticide","Yield","Annual_Rainfall","Region"
"Maharashtra",2017,"Cotton",4350818,6093512,684992785.9,1653310.84,1.647407407,1129.5,"West"
"Manipur",2017,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2017,"Cotton",7255,8791,1142227.2,2756.9,1.17,4472.3,"North-east"
"Mizoram",2017,"Cotton",92.3,34,14531.712,35.074,0.3975,3865.8,"North-east"
"Nagaland",2017,"Cotton",130,80,20467.2,49.4,0.615,1722.1,"North-east"
"Odisha",2017,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2017,"Cotton",154,164,24245.76,58.52,1.42,1582.4,"South"
"Punjab",2017,"Cotton",291000,1283000,45815040,110580,4.1875,497.5,"North"
"Tamil Nadu",2017,"Cotton",181631,438,28595984.64,69019.78,0,970.9,"South"
"Telangana",2017,"Cotton",1896993,5195470,298662577.9,720857.34,2.856333333,815.7,"South"
"Tripura",2017,"Cotton",805,1160,126739.2,305.9,1.405,3326.8,"North-east"
"Uttar Pradesh",2017,"Cotton",4150,1534,653376,1577,0.355555556,652.1,"North"
"West Bengal",2017,"Cotton",176,866,27709.44,66.88,4.92,1830,"East"
"Himachal Pradesh",2017,"Cotton",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2017,"Cotton",5,3,787.2,1.9,0.52,1279.1,"North"
"Bihar",2017,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2017,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2017,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2017,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2017,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2017,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2018,"Cotton",620274,1491103,100608442.8,217095.9,2.3189102565,1220.5,"South"
"Assam",2018,"Cotton",843,431,136734.6,295.05,0.626190476,2372.9,"North-east"
"Chhattisgarh",2018,"Cotton",1433,2253,232432.6,501.55,1.668,1515.5,"Central"
"Delhi",2018,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2018,"Cotton",2660056,6302745,431461083.2,931019.6,3.031666667,1125.4,"West"
"Haryana",2018,"Cotton",708900,2016600,114983580,248115,2.7825,533.2,"North"
"Karnataka",2018,"Cotton",718386,1400470,116522209.2,251435.1,1.354203297,1419.1,"South"
"Kerala",2018,"Cotton",59.4,90,9634.68,20.79,1.51,2989.7,"South"
"Madhya Pradesh",2018,"Cotton",454869,879215,73779751.8,159204.15,1.405,1102.2,"Central"
"Maharashtra",2018,"Cotton",4218738,6593117,684279303.6,1476558.3,1.536923077,1387.4,"West"
"Manipur",2018,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2018,"Cotton",7260,8840,1177572,2541,1.174,5649.1,"North-east"
"Mizoram",2018,"Cotton",43,24,6974.6,15.05,0.573333333,1665.2,"North-east"
"Nagaland",2018,"Cotton",130,80,21086,45.5,0.615,1372.7,"North-east"
"Odisha",2018,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2018,"Cotton",283,294,45902.6,99.05,1.515,1693.9,"South"
"Punjab",2018,"Cotton",267900,1222800,43453380,93765,4.273333333,585.5,"North"
"Tamil Nadu",2018,"Cotton",134922,320299,21884348.4,47222.7,2.4340384615,986.2,"South"
"Telangana",2018,"Cotton",1839735,3847336,298405017,643907.25,2.184375,1350.3,"South"
"Tripura",2018,"Cotton",812,1216,131706.4,284.2,1.4175,2169.1,"North-east"
"Uttar Pradesh",2018,"Cotton",5699,1953,924377.8,1994.65,0.393333333,792.8,"North"
"West Bengal",2018,"Cotton",360,1753,58392,126,4.87,2012.6,"East"
"Himachal Pradesh",2018,"Cotton",25,9,4055,8.75,0.36,1052.2,"North"
"Jammu and Kashmir",2018,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2018,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2018,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2018,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2018,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2018,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2018,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2019,"Cotton",657427,435552,112919661.54,243247.99,1.924423077,899.2,"South"
"Assam",2019,"Cotton",789,417,135518.64,291.93,0.674444444,2084.7,"North-east"
"Chhattisgarh",2019,"Cotton",2692,4921,462377.92,996.04,2.145714286,1420.3,"Central"
"Delhi",2019,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2019,"Cotton",2654636,8624334,455960279.4,982215.32,3.182,1067.8,"West"
"Haryana",2019,"Cotton",723000,2463000,124182480,267510,3.106875,351.8,"North"
"Karnataka",2019,"Cotton",817460,2329550,140406929.58,302460.2,1.615681818,1422.3,"South"
"Kerala",2019,"Cotton",54,82,9275.04,19.98,1.51,3119.2,"South"
"Madhya Pradesh",2019,"Cotton",650305,838905,111696386.8,240612.85,0.826666667,1446.7,"Central"
"Maharashtra",2019,"Cotton",4491331,6639185,771431012.6,1661792.47,2.831428571,1555.8,"West"
"Manipur",2019,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2019,"Cotton",7245,8697,1244401.2,2680.65,1.158,3844.4,"North-east"
"Mizoram",2019,"Cotton",23,13,3950.48,8.51,0.58,2178.5,"North-east"
"Nagaland",2019,"Cotton",5.7,4,979.032,2.109,0.615,1593,"North-east"
"Odisha",2019,"Cotton",169560,578500,29123625.6,62737.2,3.399166667,1593.9,"East"
"Puducherry",2019,"Cotton",500,1248,85880,185,2.745,1317,"South"
"Punjab",2019,"Cotton",248000,1206400,42596480,91760,4.764444444,653.2,"North"
"Tamil Nadu",2019,"Cotton",169498,418081,29112976.48,62714.26,2.625384615,910.1,"South"
"Telangana",2019,"Cotton",2126621,6833175,365268423,786849.77,3.2490625,1031.7,"South"
"Tripura",2019,"Cotton",760,1138,130537.6,281.2,1.3975,2252.8,"North-east"
"Uttar Pradesh",2019,"Cotton",3185,7429,547055.6,1178.45,2.305555556,814.5,"North"
"West Bengal",2019,"Cotton",305,590,52386.8,112.85,1.18,1733.4,"East"
"Himachal Pradesh",2019,"Cotton",15,7,2576.4,5.55,0.47,1217.7,"North"
"Jammu and Kashmir",2019,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2019,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2019,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2019,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2019,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2019,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2019,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2000,"Soyabean",0,0,0,0,0,0,"South"
"Assam",2000,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2000,"Soyabean",12662,6926,1243028.54,3292.12,0.580666667,896.4,"Central"
"Delhi",2000,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2000,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2000,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2000,"Soyabean",62553,65266,6140828.01,16263.78,1.01,1213.3,"South"
"Kerala",2000,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2000,"Soyabean",4461676,3422105,438002732.9,1160035.76,0.719777778,723.3,"Central"
"Maharashtra",2000,"Soyabean",1141500,1266200,112061055,296790,1.134285714,1057.8,"West"
"Manipur",2000,"Soyabean",0,0,0,0,0,0,"North-east"
"Meghalaya",2000,"Soyabean",983,914,96501.11,255.58,0.91,6258.8,"North-east"
"Mizoram",2000,"Soyabean",1194,1591,117214.98,310.44,1.45,2834.3,"North-east"
"Nagaland",2000,"Soyabean",13000,16500,1276210,3380,1.28125,1631.8,"North-east"
"Odisha",2000,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2000,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2000,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2000,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2000,"Soyabean",0,0,0,0,0,0,"South"
"Tripura",2000,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2000,"Soyabean",15743,9207,1545490.31,4093.18,0.644545455,874.4,"North"
"West Bengal",2000,"Soyabean",538,322,52815.46,139.88,0.5775,1907.7,"East"
"Himachal Pradesh",2000,"Soyabean",649,585,63712.33,168.74,0.912857143,1068.4,"North"
"Jammu and Kashmir",2000,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2000,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2000,"Soyabean",6478,4382,635945.26,1684.28,0.654545455,1413.4,"North"
"Jharkhand",2000,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2000,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2000,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2000,"Soyabean",4150,3410,407405.5,1079,0.795,2504.8,"North-east"
"Andhra Pradesh",2001,"Soyabean",0,0,0,0,0,0,"South"
"Assam",2001,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2001,"Soyabean",10622,8162,1084824.86,2761.72,0.915333333,1550,"Central"
"Delhi",2001,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2001,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2001,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2001,"Soyabean",48444,40217,4947585.72,12595.44,0.808,1002.9,"South"
"Kerala",2001,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2001,"Soyabean",4435868,3726129,453035198.8,1153325.68,0.862222222,955,"Central"
"Maharashtra",2001,"Soyabean",1104900,1385500,112843437,287274,1.250357143,1035.8,"West"
"Manipur",2001,"Soyabean",0,0,0,0,0,0,"North-east"
"Meghalaya",2001,"Soyabean",981,939,100189.53,255.06,0.912857143,4241,"North-east"
"Mizoram",2001,"Soyabean",1266,1212,129296.58,329.16,0.98,2406.4,"North-east"
"Nagaland",2001,"Soyabean",18000,25000,1838340,4680,1.458571429,1532,"North-east"
"Odisha",2001,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2001,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2001,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2001,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2001,"Soyabean",0,0,0,0,0,0,"South"
"Tripura",2001,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2001,"Soyabean",10939,7909,1117200.07,2844.14,0.716666667,849.9,"North"
"West Bengal",2001,"Soyabean",516,308,52699.08,134.16,0.5375,1556.6,"East"
"Himachal Pradesh",2001,"Soyabean",661,725,67507.93,171.86,1.17625,918.1,"North"
"Jammu and Kashmir",2001,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2001,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2001,"Soyabean",9688,6176,989435.44,2518.88,0.599166667,1541.3,"North"
"Jharkhand",2001,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2001,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2001,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2001,"Soyabean",4150,3314,423839.5,1079,0.7775,2372.5,"North-east"
"Andhra Pradesh",2002,"Soyabean",41284,0,3908356.28,10321,0,648.1,"South"
"Assam",2002,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2002,"Soyabean",15155,8335,1434723.85,3788.75,0.598,1001.4,"Central"
"Delhi",2002,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2002,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2002,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2002,"Soyabean",57543,47760,5447595.81,14385.75,0.807,860.8,"South"
"Kerala",2002,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2002,"Soyabean",4176744,2664763,395412354.5,1044186,0.635555556,800.8,"Central"
"Maharashtra",2002,"Soyabean",1255500,1576000,118858185,313875,1.372068966,967.4,"West"
"Manipur",2002,"Soyabean",280,340,26507.6,70,1.21,1743.7,"North-east"
"Meghalaya",2002,"Soyabean",999,959,94575.33,249.75,0.901428571,4355.3,"North-east"
"Mizoram",2002,"Soyabean",1950,1846,184606.5,487.5,0.955,2627,"North-east"
"Nagaland",2002,"Soyabean",26000,35000,2461420,6500,1.4075,1536.6,"North-east"
"Odisha",2002,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2002,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2002,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2002,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2002,"Soyabean",41284,0,3908356.28,10321,0,648.1,"South"
"Tripura",2002,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2002,"Soyabean",4735,767,448262.45,1183.75,0.161538462,664,"North"
"West Bengal",2002,"Soyabean",520,311,49228.4,130,0.55,1629.1,"East"
"Himachal Pradesh",2002,"Soyabean",697,1124,65984.99,174.25,1.3825,890.8,"North"
"Jammu and Kashmir",2002,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2002,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2002,"Soyabean",11488,7295,1087568.96,2872,0.543636364,1610.3,"North"
"Jharkhand",2002,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2002,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2002,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2002,"Soyabean",3890,2910,368266.3,972.5,0.715,2496.2,"North-east"
"Andhra Pradesh",2003,"Soyabean",68424,107298,6772607.52,16421.76,1.345,826,"South"
"Assam",2003,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2003,"Soyabean",20835,18376,2062248.3,5000.4,0.99,1643.7,"Central"
"Delhi",2003,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2003,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2003,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2003,"Soyabean",93904,45255,9294617.92,22536.96,0.481,867.6,"South"
"Kerala",2003,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2003,"Soyabean",4198619,4643673,415579308.6,1007668.56,1.019791667,1163,"Central"
"Maharashtra",2003,"Soyabean",1589100,2219200,157289118,381384,1.49862069,1037.4,"West"
"Manipur",2003,"Soyabean",320,290,31673.6,76.8,0.875,687.7,"North-east"
"Meghalaya",2003,"Soyabean",984,963,97396.32,236.16,0.945714286,3321.3,"North-east"
"Mizoram",2003,"Soyabean",1978,1963,195782.44,474.72,1.085,2499.5,"North-east"
"Nagaland",2003,"Soyabean",26000,36000,2573480,6240,1.38,1709.8,"North-east"
"Odisha",2003,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2003,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2003,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2003,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2003,"Soyabean",68424,107298,6772607.52,16421.76,1.345,826,"South"
"Tripura",2003,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2003,"Soyabean",4954,5315,490346.92,1188.96,1.057619048,1075.6,"North"
"West Bengal",2003,"Soyabean",21,15,2078.58,5.04,0.72,1526.7,"East"
"Himachal Pradesh",2003,"Soyabean",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2003,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2003,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2003,"Soyabean",13998,15045,1385522.04,3359.52,1.330833333,1734.3,"North"
"Jharkhand",2003,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2003,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2003,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2003,"Soyabean",3890,3210,385032.2,933.6,0.8125,2838.1,"North-east"
"Andhra Pradesh",2004,"Soyabean",77158,117898,8359297.72,16203.18,1.235555556,781.8,"South"
"Assam",2004,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2004,"Soyabean",32336,30978,3503282.24,6790.56,1.013571429,1122.8,"Central"
"Delhi",2004,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2004,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2004,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2004,"Soyabean",159031,99535,17229418.54,33396.51,0.633846154,1117.7,"South"
"Kerala",2004,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2004,"Soyabean",4580458,3751395,496246819.7,961896.18,0.821875,895.7,"Central"
"Maharashtra",2004,"Soyabean",2102200,1892400,227752348,441462,1.204482759,1052,"West"
"Manipur",2004,"Soyabean",420,500,45502.8,88.2,1.133333333,1613.3,"North-east"
"Meghalaya",2004,"Soyabean",967,935,104764.78,203.07,0.915714286,4767.9,"North-east"
"Mizoram",2004,"Soyabean",1434,2745,155359.56,301.14,1.36125,2640.8,"North-east"
"Nagaland",2004,"Soyabean",30000,48000,3250200,6300,1.64875,1711.5,"North-east"
"Odisha",2004,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2004,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2004,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2004,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2004,"Soyabean",77158,117898,8359297.72,16203.18,1.235555556,781.8,"South"
"Tripura",2004,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2004,"Soyabean",9306,3843,1008212.04,1954.26,0.462962963,704,"North"
"West Bengal",2004,"Soyabean",540,305,58503.6,113.4,0.5375,1612.9,"East"
"Himachal Pradesh",2004,"Soyabean",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2004,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2004,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2004,"Soyabean",13347,17768,1446013.98,2802.87,1.159230769,1219.6,"North"
"Jharkhand",2004,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2004,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2004,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2004,"Soyabean",3890,2170,421442.6,816.9,0.6375,1650.5,"North-east"
"Andhra Pradesh",2005,"Soyabean",97692,190937,11715224.64,20515.32,1.424166667,1075.5,"South"
"Assam",2005,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2005,"Soyabean",46785,41879,5610457.2,9824.85,0.978666667,1292.7,"Central"
"Delhi",2005,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2005,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2005,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2005,"Soyabean",133445,74802,16002724.4,28023.45,0.556666667,1316.2,"South"
"Kerala",2005,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2005,"Soyabean",4576216,4805027,548779822.7,961005.36,0.936875,1032.7,"Central"
"Maharashtra",2005,"Soyabean",2346800,2527300,281428256,492828,1.144642857,1387.2,"West"
"Manipur",2005,"Soyabean",170,200,20386.4,35.7,1.0525,1585.4,"North-east"
"Meghalaya",2005,"Soyabean",0,0,0,0,0,0,"North-east"
"Mizoram",2005,"Soyabean",1450,2820,173884,304.5,1.46875,2075.4,"North-east"
"Nagaland",2005,"Soyabean",26660,32000,3197067.2,5598.6,1.23,1568.6,"North-east"
"Odisha",2005,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2005,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2005,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2005,"Soyabean",630,0,75549.6,132.3,0,1364.1,"South"
"Telangana",2005,"Soyabean",97692,190937,11715224.64,20515.32,1.424166667,1075.5,"South"
"Tripura",2005,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2005,"Soyabean",3852,3016,461931.84,808.92,0.775,751.9,"North"
"West Bengal",2005,"Soyabean",573,328,68714.16,120.33,0.605,1650.1,"East"
"Himachal Pradesh",2005,"Soyabean",580,820,69553.6,121.8,1.45,1248.1,"North"
"Jammu and Kashmir",2005,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2005,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2005,"Soyabean",12885,15860,1545169.2,2705.85,0.858181818,1353.3,"North"
"Jharkhand",2005,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2005,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2005,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2005,"Soyabean",2630,3330,315389.6,552.3,2.845,2041.6,"North-east"
"Andhra Pradesh",2006,"Soyabean",102503,156222,13090658.13,22550.66,1.191111111,845.2,"South"
"Assam",2006,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2006,"Soyabean",64474,64166,8233974.54,14184.28,1.00625,1317.2,"Central"
"Delhi",2006,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2006,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2006,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2006,"Soyabean",131139,97209,16747761.69,28850.58,0.763333333,1146.3,"South"
"Kerala",2006,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2006,"Soyabean",4691195,4780328,599112513.5,1032062.9,0.875833333,1072.3,"Central"
"Maharashtra",2006,"Soyabean",2521100,2891600,321969681,554642,1.203571429,1439.4,"West"
"Manipur",2006,"Soyabean",300,360,38313,66,1.215,1533.561905,"North-east"
"Meghalaya",2006,"Soyabean",1052,1031,134350.92,231.44,0.972857143,2454.7,"North-east"
"Mizoram",2006,"Soyabean",0,0,0,0,0,0,"North-east"
"Nagaland",2006,"Soyabean",25480,30620,3254050.8,5605.6,1.20125,1362.5,"North-east"
"Odisha",2006,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2006,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2006,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2006,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2006,"Soyabean",102503,156222,13090658.13,22550.66,1.191111111,845.2,"South"
"Tripura",2006,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2006,"Soyabean",7494,7314,957058.74,1648.68,0.982173913,590.5,"North"
"West Bengal",2006,"Soyabean",531,317,67814.01,116.82,0.5625,1631.4,"East"
"Himachal Pradesh",2006,"Soyabean",638,1073,81478.98,140.36,1.691428571,1207,"North"
"Jammu and Kashmir",2006,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2006,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2006,"Soyabean",9327,12329,1191151.17,2051.94,0.994166667,1178.9,"North"
"Jharkhand",2006,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2006,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2006,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2006,"Soyabean",3230,3230,412503.3,710.6,1,2270.2,"North-east"
"Andhra Pradesh",2007,"Soyabean",0,0,0,0,0,0,"South"
"Assam",2007,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2007,"Soyabean",72379,83611,9655358.6,11580.64,1.261428571,1246.2,"Central"
"Delhi",2007,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2007,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2007,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2007,"Soyabean",113190,92249,15099546,18110.4,0.8475,1323.3,"South"
"Kerala",2007,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2007,"Soyabean",5187928,5359130,692069595.2,830068.48,0.857708333,740.4,"Central"
"Maharashtra",2007,"Soyabean",2663600,3976200,355324240,426176,1.4975,1257.2,"West"
"Manipur",2007,"Soyabean",40,40,5336,6.4,1,1435.7,"North-east"
"Meghalaya",2007,"Soyabean",0,0,0,0,0,0,"North-east"
"Mizoram",2007,"Soyabean",0,0,0,0,0,0,"North-east"
"Nagaland",2007,"Soyabean",26500,31270,3535100,4240,1.215,1769,"North-east"
"Odisha",2007,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2007,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2007,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2007,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2007,"Soyabean",0,0,0,0,0,0,"South"
"Tripura",2007,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2007,"Soyabean",4834,3239,644855.6,773.44,0.676428571,672.9,"North"
"West Bengal",2007,"Soyabean",536,322,71502.4,85.76,0.5975,2007.5,"East"
"Himachal Pradesh",2007,"Soyabean",626,1052,83508.4,100.16,1.575,1095.4,"North"
"Jammu and Kashmir",2007,"Soyabean",0,0,0,0,0,0,"North"
"Bihar",2007,"Soyabean",0,0,0,0,0,0,"East"
"Uttarakhand",2007,"Soyabean",9863,13234,1315724.2,1578.08,1.133333333,1924.3,"North"
"Jharkhand",2007,"Soyabean",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2007,"Soyabean",0,0,0,0,0,0,"North-east"
"Goa",2007,"Soyabean",0,0,0,0,0,0,"West"
"Sikkim",2007,"Soyabean",2360,2350,314824,377.6,2.5975,2003.4,"North-east"
"Andhra Pradesh",2008,"Soyabean",142128,193969,20329989.12,12791.52,1.362727273,944.6,"South"
"Assam",2008,"Soyabean",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2008,"Soyabean",81764,79859,11695522.56,7358.76,1.242857143,1117.9,"Central"
"Delhi",2008,"Soyabean",0,0,0,0,0,0,"North"
"Gujarat",2008,"Soyabean",0,0,0,0,0,0,"West"
"Haryana",2008,"Soyabean",0,0,0,0,0,0,"North"
"Karnataka",2008,"Soyabean",134183,92556,19193536.32,12076.47,0.746363636,1164.1,"South"
"Kerala",2008,"Soyabean",0,0,0,0,0,0,"South"
"Madhya Pradesh",2008,"Soyabean",5281337,5915097,755442444.5,475320.33,0.978163265,895,"Central"
"Maharashtra",2008,"Soyabean",3063200,1839900,438160128,275688,0.890714286,1052.8,"West"
"Manipur",2008,"Soyabean",4983,3809,712768.32,448.47,0.743333333,1134.8,"North-east"
"Meghalaya",2008,"Soyabean",1055,1163,150907.2,94.95,1.061428571,3114.3,"North-east"
"Mizoram",2008,"Soyabean",0,0,0,0,0,0,"North-east"
"Nagaland",2008,"Soyabean",24470,36680,3500188.8,2202.3,1.511818182,1540.9,"North-east"
"Odisha",2008,"Soyabean",0,0,0,0,0,0,"East"
"Puducherry",2008,"Soyabean",0,0,0,0,0,0,"South"
"Punjab",2008,"Soyabean",0,0,0,0,0,0,"North"
"Tamil Nadu",2008,"Soyabean",0,0,0,0,0,0,"South"
"Telangana",2008,"Soyabean",142128,193969,20329989.12,12791.52,1.362727273,944.6,"South"
"Tripura",2008,"Soyabean",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2008,"Soyabean",10599,9104,1516080.96,953.91,0.838181818,891.6,"North"
